Subject,Predicate,Object
http://localhost/publications/journals/Journal1/1940,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1940,http://swrc.ontoware.org/ontology#number,1
http://localhost/publications/journals/Journal1/1940,http://purl.org/dc/elements/1.1/title,Journal 1 (1940)
http://localhost/publications/journals/Journal1/1940,http://swrc.ontoware.org/ontology#volume,1
http://localhost/publications/journals/Journal1/1940,http://purl.org/dc/terms/issued,1940
http://localhost/publications/journals/Journal1/1940,http://swrc.ontoware.org/ontology#editor,_:b0
http://localhost/publications/articles/Journal1/1941/Article15,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article15,http://purl.org/dc/elements/1.1/title,objurgate preprocessor despising
http://localhost/publications/articles/Journal1/1941/Article15,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.overeducated.tld/treaties/preprocessor.html
http://localhost/publications/articles/Journal1/1941/Article15,http://swrc.ontoware.org/ontology#pages,124
http://localhost/publications/articles/Journal1/1941/Article15,http://xmlns.com/foaf/0.1/homepage,http://www.treaties.tld/despising/loftily.html
http://localhost/publications/articles/Journal1/1941/Article15,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article15,http://purl.org/dc/elements/1.1/creator,_:b31
http://localhost/publications/articles/Journal1/1943/Article5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1943/Article5,http://purl.org/dc/elements/1.1/title,thuggeries maladjustments subpartnership
http://localhost/publications/articles/Journal1/1943/Article5,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.coadjutors.tld/nondestructive/maladjustments.html
http://localhost/publications/articles/Journal1/1943/Article5,http://swrc.ontoware.org/ontology#pages,28
http://localhost/publications/articles/Journal1/1943/Article5,http://xmlns.com/foaf/0.1/homepage,http://www.nondestructive.tld/subpartnership/cordilleras.html
http://localhost/publications/articles/Journal1/1943/Article5,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1943
http://localhost/publications/articles/Journal1/1943/Article5,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1943/Article5,http://purl.org/dc/elements/1.1/creator,_:b54
_:b135,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b135,http://xmlns.com/foaf/0.1/name,Bia Klemme
_:b263,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b263,http://xmlns.com/foaf/0.1/name,Nolan Brownle
_:b286,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b286,http://xmlns.com/foaf/0.1/name,Gota Dorff
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://purl.org/dc/elements/1.1/title,amerced submember queerer
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://purl.org/dc/terms/issued,1950
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://swrc.ontoware.org/ontology#pages,50
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://xmlns.com/foaf/0.1/homepage,http://www.growling.tld/queerer/firmers.html
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://purl.org/dc/elements/1.1/creator,_:b313
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://localhost/vocabulary/bench/booktitle,ringer growling submember
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding12,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1950
_:b384,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b384,http://xmlns.com/foaf/0.1/name,Dyllan Mairs
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://purl.org/dc/elements/1.1/title,runniest footbath faddisms
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://purl.org/dc/terms/issued,1951
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://swrc.ontoware.org/ontology#pages,45
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://xmlns.com/foaf/0.1/homepage,http://www.exocrine.tld/faddisms/maximins.html
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1951/Inproceeding4,http://purl.org/dc/elements/1.1/creator,_:b372
