Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1941/Article13,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article13,http://purl.org/dc/elements/1.1/title,vagus xix recollected
http://localhost/publications/articles/Journal1/1941/Article13,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.podgy.tld/kinkiest/xix.html
http://localhost/publications/articles/Journal1/1941/Article13,http://swrc.ontoware.org/ontology#pages,183
http://localhost/publications/articles/Journal1/1941/Article13,http://xmlns.com/foaf/0.1/homepage,http://www.kinkiest.tld/recollected/householder.html
http://localhost/publications/articles/Journal1/1941/Article13,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article13,http://purl.org/dc/elements/1.1/creator,_:b29
_:b167,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b167,http://xmlns.com/foaf/0.1/name,Adrien Hoit
_:b240,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b240,http://xmlns.com/foaf/0.1/name,Kallie Bednarek
_:b277,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b277,http://xmlns.com/foaf/0.1/name,Inez Meeroff
http://localhost/publications/articles/Journal1/1949/Article58,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1949/Article58,http://purl.org/dc/elements/1.1/title,preferences convulsively heartaches
http://localhost/publications/articles/Journal1/1949/Article58,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.chowtimes.tld/tigerish/convulsively.html
http://localhost/publications/articles/Journal1/1949/Article58,http://swrc.ontoware.org/ontology#pages,50
http://localhost/publications/articles/Journal1/1949/Article58,http://xmlns.com/foaf/0.1/homepage,http://www.tigerish.tld/heartaches/apparats.html
http://localhost/publications/articles/Journal1/1949/Article58,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1949
http://localhost/publications/articles/Journal1/1949/Article58,http://purl.org/dc/elements/1.1/creator,_:b288
http://localhost/publications/articles/Journal2/1950/Article45,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1950/Article45,http://purl.org/dc/elements/1.1/title,communalized skys urbanist
