Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1944/Article14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1944/Article14,http://purl.org/dc/elements/1.1/title,intercepting immunopathology addends
http://localhost/publications/articles/Journal1/1944/Article14,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.voucherable.tld/jeered/immunopathology.html
http://localhost/publications/articles/Journal1/1944/Article14,http://swrc.ontoware.org/ontology#pages,16
http://localhost/publications/articles/Journal1/1944/Article14,http://xmlns.com/foaf/0.1/homepage,http://www.jeered.tld/addends/surveiled.html
http://localhost/publications/articles/Journal1/1944/Article14,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1944
http://localhost/publications/articles/Journal1/1944/Article14,http://purl.org/dc/elements/1.1/creator,_:b95
http://localhost/publications/articles/Journal1/1944/Article14,http://purl.org/dc/elements/1.1/creator,_:b96
_:b155,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b155,http://xmlns.com/foaf/0.1/name,Takehide Gauna
_:b163,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b163,http://xmlns.com/foaf/0.1/name,Gratia Flach
_:b192,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b192,http://xmlns.com/foaf/0.1/name,Shoichi Mathey
_:b252,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b252,http://xmlns.com/foaf/0.1/name,Chikafusa Koolman
_:b307,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b307,http://xmlns.com/foaf/0.1/name,Eshita Whitby
_:b320,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b320,http://xmlns.com/foaf/0.1/name,Seriozhenka Homen
_:b380,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b380,http://xmlns.com/foaf/0.1/name,Tango Constable
