Subject,Predicate,Object
_:b29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b29,http://xmlns.com/foaf/0.1/name,Nik Reposa
http://localhost/publications/articles/Journal1/1944/Article13,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1944/Article13,http://purl.org/dc/elements/1.1/title,transplantations voucherable intercepting
http://localhost/publications/articles/Journal1/1944/Article13,http://localhost/vocabulary/bench/cdrom,http://www.defalcate.tld/forfends/voucherable.html
http://localhost/publications/articles/Journal1/1944/Article13,http://swrc.ontoware.org/ontology#pages,186
http://localhost/publications/articles/Journal1/1944/Article13,http://xmlns.com/foaf/0.1/homepage,http://www.forfends.tld/intercepting/jeered.html
http://localhost/publications/articles/Journal1/1944/Article13,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1944
http://localhost/publications/articles/Journal1/1944/Article13,http://purl.org/dc/elements/1.1/creator,_:b94
http://localhost/publications/articles/Journal1/1948/Article46,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1948/Article46,http://purl.org/dc/elements/1.1/title,infantility protesters reanimation
http://localhost/publications/articles/Journal1/1948/Article46,http://swrc.ontoware.org/ontology#pages,113
http://localhost/publications/articles/Journal1/1948/Article46,http://xmlns.com/foaf/0.1/homepage,http://www.flangers.tld/reanimation/spermatic.html
http://localhost/publications/articles/Journal1/1948/Article46,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1948
http://localhost/publications/articles/Journal1/1948/Article46,http://purl.org/dc/elements/1.1/creator,_:b266
http://localhost/publications/articles/Journal1/1948/Article46,http://purl.org/dc/elements/1.1/creator,_:b267
http://localhost/publications/articles/Journal1/1950/Article3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1950/Article3,http://purl.org/dc/elements/1.1/title,remarques glamourous fluidly
http://localhost/publications/articles/Journal1/1950/Article3,http://swrc.ontoware.org/ontology#pages,78
http://localhost/publications/articles/Journal1/1950/Article3,http://xmlns.com/foaf/0.1/homepage,http://www.broadaxe.tld/fluidly/eponymies.html
http://localhost/publications/articles/Journal1/1950/Article3,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1950
http://localhost/publications/articles/Journal1/1950/Article3,http://purl.org/dc/elements/1.1/creator,_:b285
http://localhost/publications/articles/Journal1/1950/Article3,http://purl.org/dc/elements/1.1/creator,_:b325
http://localhost/publications/articles/Journal1/1950/Article28,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1950/Article28,http://purl.org/dc/elements/1.1/title,disappointed outlasting begrudged
http://localhost/publications/articles/Journal1/1950/Article28,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.moisturizer.tld/backwash/outlasting.html
http://localhost/publications/articles/Journal1/1950/Article28,http://swrc.ontoware.org/ontology#pages,121
http://localhost/publications/articles/Journal1/1950/Article28,http://xmlns.com/foaf/0.1/homepage,http://www.backwash.tld/begrudged/manikins.html
http://localhost/publications/articles/Journal1/1950/Article28,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1950
http://localhost/publications/articles/Journal1/1950/Article28,http://purl.org/dc/elements/1.1/creator,_:b358
http://localhost/publications/articles/Journal2/1951/Article40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1951/Article40,http://purl.org/dc/elements/1.1/title,redefinition ungainly interminably
http://localhost/publications/articles/Journal2/1951/Article40,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.sweller.tld/freaked/ungainly.html
http://localhost/publications/articles/Journal2/1951/Article40,http://swrc.ontoware.org/ontology#pages,83
http://localhost/publications/articles/Journal2/1951/Article40,http://xmlns.com/foaf/0.1/homepage,http://www.freaked.tld/interminably/forestall.html
http://localhost/publications/articles/Journal2/1951/Article40,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1951
http://localhost/publications/articles/Journal2/1951/Article40,http://purl.org/dc/elements/1.1/creator,_:b462
_:b545,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b545,http://xmlns.com/foaf/0.1/name,Janeka Hochhalter
http://localhost/publications/articles/Journal2/1954/Article50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1954/Article50,http://purl.org/dc/elements/1.1/title,sojourner degaussing reorienting
http://localhost/publications/articles/Journal2/1954/Article50,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.meshier.tld/flowingly/degaussing.html
http://localhost/publications/articles/Journal2/1954/Article50,http://swrc.ontoware.org/ontology#pages,24
http://localhost/publications/articles/Journal2/1954/Article50,http://xmlns.com/foaf/0.1/homepage,http://www.flowingly.tld/reorienting/jocks.html
http://localhost/publications/articles/Journal2/1954/Article50,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1954
http://localhost/publications/articles/Journal2/1954/Article50,http://purl.org/dc/elements/1.1/creator,_:b753
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding18,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding18,http://purl.org/dc/elements/1.1/title,tzaritzas carefuller siecle
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding18,http://purl.org/dc/terms/issued,1955
