Subject,Predicate,Object
http://localhost/vocabulary/bench/Journal,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://xmlns.com/foaf/0.1/Document
http://localhost/publications/articles/Journal1/1940/Article14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1940/Article14,http://purl.org/dc/elements/1.1/title,miscalling skeins equalled
http://localhost/publications/articles/Journal1/1940/Article14,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.villainousness.tld/firefanged/skeins.html
http://localhost/publications/articles/Journal1/1940/Article14,http://swrc.ontoware.org/ontology#pages,138
http://localhost/publications/articles/Journal1/1940/Article14,http://xmlns.com/foaf/0.1/homepage,http://www.firefanged.tld/equalled/sandwiching.html
http://localhost/publications/articles/Journal1/1940/Article14,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1940
http://localhost/publications/articles/Journal1/1940/Article14,http://purl.org/dc/elements/1.1/creator,_:b15
http://localhost/publications/articles/Journal1/1941/Article7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article7,http://purl.org/dc/elements/1.1/title,grunts valiantly unremorsefully
http://localhost/publications/articles/Journal1/1941/Article7,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.phenylketonuria.tld/venturers/valiantly.html
http://localhost/publications/articles/Journal1/1941/Article7,http://swrc.ontoware.org/ontology#pages,184
http://localhost/publications/articles/Journal1/1941/Article7,http://xmlns.com/foaf/0.1/homepage,http://www.venturers.tld/unremorsefully/extradites.html
http://localhost/publications/articles/Journal1/1941/Article7,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article7,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1941/Article7,http://purl.org/dc/elements/1.1/creator,_:b23
http://localhost/publications/articles/Journal1/1941/Article10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article10,http://purl.org/dc/elements/1.1/title,cancels parrots paraguayans
http://localhost/publications/articles/Journal1/1941/Article10,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.loathly.tld/debiting/parrots.html
http://localhost/publications/articles/Journal1/1941/Article10,http://swrc.ontoware.org/ontology#pages,112
http://localhost/publications/articles/Journal1/1941/Article10,http://xmlns.com/foaf/0.1/homepage,http://www.debiting.tld/paraguayans/resonates.html
http://localhost/publications/articles/Journal1/1941/Article10,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article10,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1941/Article10,http://purl.org/dc/elements/1.1/creator,_:b26
http://localhost/publications/articles/Journal1/1943/Article1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1943/Article1,http://purl.org/dc/elements/1.1/title,majors decaffeinates scalepan
http://localhost/publications/articles/Journal1/1943/Article1,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.disciplinarians.tld/manifestly/decaffeinates.html
http://localhost/publications/articles/Journal1/1943/Article1,http://swrc.ontoware.org/ontology#pages,105
http://localhost/publications/articles/Journal1/1943/Article1,http://xmlns.com/foaf/0.1/homepage,http://www.manifestly.tld/scalepan/folklorists.html
http://localhost/publications/articles/Journal1/1943/Article1,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1943
http://localhost/publications/articles/Journal1/1943/Article1,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1943/Article1,http://purl.org/dc/elements/1.1/creator,_:b61
http://localhost/publications/articles/Journal1/1943/Article8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1943/Article8,http://purl.org/dc/elements/1.1/title,underlaid innervated hunts
http://localhost/publications/articles/Journal1/1943/Article8,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.marquise.tld/neurosurgeon/innervated.html
http://localhost/publications/articles/Journal1/1943/Article8,http://xmlns.com/foaf/0.1/homepage,http://www.neurosurgeon.tld/hunts/barrens.html
http://localhost/publications/articles/Journal1/1943/Article8,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1943
http://localhost/publications/articles/Journal1/1943/Article8,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1943/Article8,http://purl.org/dc/elements/1.1/creator,_:b57
_:b63,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b63,http://xmlns.com/foaf/0.1/name,Barsha Murrain
http://localhost/publications/articles/Journal1/1943/Article14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1943/Article14,http://purl.org/dc/elements/1.1/title,corkscrewed clewed reassemble
http://localhost/publications/articles/Journal1/1943/Article14,http://swrc.ontoware.org/ontology#pages,65
http://localhost/publications/articles/Journal1/1943/Article14,http://xmlns.com/foaf/0.1/homepage,http://www.promiscuousness.tld/reassemble/hesitation.html
http://localhost/publications/articles/Journal1/1943/Article14,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1943
http://localhost/publications/articles/Journal1/1943/Article14,http://purl.org/dc/elements/1.1/creator,_:b65
_:b113,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b113,http://xmlns.com/foaf/0.1/name,Salaah Elio
http://localhost/publications/articles/Journal2/1949/Article49,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1949/Article49,http://purl.org/dc/elements/1.1/title,eying annunciating sporing
http://localhost/publications/articles/Journal2/1949/Article49,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.deceptiveness.tld/chartists/annunciating.html
http://localhost/publications/articles/Journal2/1949/Article49,http://swrc.ontoware.org/ontology#pages,104
http://localhost/publications/articles/Journal2/1949/Article49,http://xmlns.com/foaf/0.1/homepage,http://www.chartists.tld/sporing/amens.html
http://localhost/publications/articles/Journal2/1949/Article49,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1949
http://localhost/publications/articles/Journal2/1949/Article49,http://purl.org/dc/elements/1.1/creator,_:b323
_:b342,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b342,http://xmlns.com/foaf/0.1/name,Dondrea Crocco
_:b373,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b373,http://xmlns.com/foaf/0.1/name,Husain Coaxum
http://localhost/publications/articles/Journal2/1950/Article64,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1950/Article64,http://purl.org/dc/elements/1.1/title,baulking stoutish allegers
http://localhost/publications/articles/Journal2/1950/Article64,http://swrc.ontoware.org/ontology#pages,57
http://localhost/publications/articles/Journal2/1950/Article64,http://xmlns.com/foaf/0.1/homepage,http://www.dopiness.tld/allegers/mapmaker.html
http://localhost/publications/articles/Journal2/1950/Article64,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1950
http://localhost/publications/articles/Journal2/1950/Article64,http://purl.org/dc/elements/1.1/creator,_:b401
_:b430,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b430,http://xmlns.com/foaf/0.1/name,Finn Carboneau
http://localhost/publications/articles/Journal1/1952/Article6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1952/Article6,http://purl.org/dc/elements/1.1/title,tincted differing portraits
http://localhost/publications/articles/Journal1/1952/Article6,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.depersonalizes.tld/jus/differing.html
http://localhost/publications/articles/Journal1/1952/Article6,http://swrc.ontoware.org/ontology#pages,149
http://localhost/publications/articles/Journal1/1952/Article6,http://xmlns.com/foaf/0.1/homepage,http://www.jus.tld/portraits/nebulise.html
http://localhost/publications/articles/Journal1/1952/Article6,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1952
http://localhost/publications/articles/Journal1/1952/Article6,http://purl.org/dc/elements/1.1/creator,_:b479
http://localhost/publications/journals/Journal2/1952,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal2/1952,http://swrc.ontoware.org/ontology#number,1
http://localhost/publications/journals/Journal2/1952,http://purl.org/dc/elements/1.1/title,Journal 2 (1952)
http://localhost/publications/journals/Journal2/1952,http://swrc.ontoware.org/ontology#volume,4
http://localhost/publications/journals/Journal2/1952,http://purl.org/dc/terms/issued,1952
http://localhost/publications/journals/Journal2/1952,http://swrc.ontoware.org/ontology#editor,_:b444
http://localhost/publications/journals/Journal2/1952,http://swrc.ontoware.org/ontology#editor,_:b500
http://localhost/publications/journals/Journal2/1952,http://swrc.ontoware.org/ontology#editor,_:b501
_:b563,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b563,http://xmlns.com/foaf/0.1/name,Latorray Delawder
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://purl.org/dc/elements/1.1/title,packinghouse televised accosts
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://purl.org/dc/terms/issued,1953
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://swrc.ontoware.org/ontology#pages,40
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://xmlns.com/foaf/0.1/homepage,http://www.speckled.tld/accosts/deodorized.html
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://purl.org/dc/elements/1.1/creator,_:b561
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://localhost/vocabulary/bench/booktitle,imperatives speckled televised
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding8,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1953
http://localhost/publications/articles/Journal1/1953/Article12,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article12,http://purl.org/dc/elements/1.1/title,newer roentgenometries whelky
http://localhost/publications/articles/Journal1/1953/Article12,http://swrc.ontoware.org/ontology#pages,104
http://localhost/publications/articles/Journal1/1953/Article12,http://xmlns.com/foaf/0.1/homepage,http://www.impeachers.tld/whelky/unsnaps.html
http://localhost/publications/articles/Journal1/1953/Article12,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1953
http://localhost/publications/articles/Journal1/1953/Article12,http://purl.org/dc/elements/1.1/creator,_:b604
_:b605,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b605,http://xmlns.com/foaf/0.1/name,Luzinde Krabbe
http://localhost/publications/articles/Journal1/1953/Article16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article16,http://purl.org/dc/elements/1.1/title,seceders osculating sources
http://localhost/publications/articles/Journal1/1953/Article16,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.overproduces.tld/unquestioning/osculating.html
http://localhost/publications/articles/Journal1/1953/Article16,http://swrc.ontoware.org/ontology#pages,66
http://localhost/publications/articles/Journal1/1953/Article16,http://xmlns.com/foaf/0.1/homepage,http://www.unquestioning.tld/sources/providently.html
http://localhost/publications/articles/Journal1/1953/Article16,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1953
http://localhost/publications/articles/Journal1/1953/Article16,http://purl.org/dc/elements/1.1/creator,_:b608
_:b673,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b673,http://xmlns.com/foaf/0.1/name,Baptist Schubert
_:b696,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b696,http://xmlns.com/foaf/0.1/name,Briga Lyman
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://purl.org/dc/elements/1.1/title,inkpots compiler interlocked
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://purl.org/dc/terms/issued,1954
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.oviparous.tld/primers/compiler.html
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://swrc.ontoware.org/ontology#pages,64
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://xmlns.com/foaf/0.1/homepage,http://www.primers.tld/interlocked/unarticulately.html
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://purl.org/dc/elements/1.1/creator,_:b665
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://localhost/vocabulary/bench/booktitle,blitzkriegs inkpots primers
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding5,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1954
_:b713,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b713,http://xmlns.com/foaf/0.1/name,Hellmuth Presley
_:b727,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b727,http://xmlns.com/foaf/0.1/name,Jascha Plantier
_:b748,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b748,http://xmlns.com/foaf/0.1/name,Janita Bolieu
_:b765,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b765,http://xmlns.com/foaf/0.1/name,Sameera Beazley
_:b783,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b783,http://xmlns.com/foaf/0.1/name,Korotskovaia Stowell
http://localhost/publications/articles/Journal3/1955/Article97,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article97,http://purl.org/dc/elements/1.1/title,ripplier vises ephemerae
http://localhost/publications/articles/Journal3/1955/Article97,http://swrc.ontoware.org/ontology#pages,164
http://localhost/publications/articles/Journal3/1955/Article97,http://xmlns.com/foaf/0.1/homepage,http://www.adversely.tld/ephemerae/dragger.html
http://localhost/publications/articles/Journal3/1955/Article97,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1955
http://localhost/publications/articles/Journal3/1955/Article97,http://purl.org/dc/elements/1.1/creator,_:b920
http://localhost/publications/articles/Journal3/1955/Article97,http://purl.org/dc/elements/1.1/creator,_:b921
http://localhost/publications/articles/Journal3/1955/Article106,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article106,http://purl.org/dc/elements/1.1/title,ebonizing stimulatingly septicemia
http://localhost/publications/articles/Journal3/1955/Article106,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.buncoing.tld/monocots/stimulatingly.html
http://localhost/publications/articles/Journal3/1955/Article106,http://swrc.ontoware.org/ontology#pages,109
http://localhost/publications/articles/Journal3/1955/Article106,http://xmlns.com/foaf/0.1/homepage,http://www.monocots.tld/septicemia/center.html
http://localhost/publications/articles/Journal3/1955/Article106,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1955
http://localhost/publications/articles/Journal3/1955/Article106,http://purl.org/dc/elements/1.1/creator,_:b932
http://localhost/publications/articles/Journal3/1955/Article106,http://purl.org/dc/elements/1.1/creator,_:b933
_:b951,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b951,http://xmlns.com/foaf/0.1/name,Christiane Parson
_:b971,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b971,http://xmlns.com/foaf/0.1/name,Melvina Grant
_:b999,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b999,http://xmlns.com/foaf/0.1/name,Umaima Mcandrews
_:b1014,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1014,http://xmlns.com/foaf/0.1/name,Gitta Fortmann
http://localhost/publications/articles/Journal3/1956/Article105,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1956/Article105,http://purl.org/dc/elements/1.1/title,typecast pores crematorium
http://localhost/publications/articles/Journal3/1956/Article105,http://localhost/vocabulary/bench/cdrom,http://www.vampirism.tld/typecast/slipover.html
http://localhost/publications/articles/Journal3/1956/Article105,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.cherubical.tld/slipover/pores.html
http://localhost/publications/articles/Journal3/1956/Article105,http://xmlns.com/foaf/0.1/homepage,http://www.slipover.tld/crematorium/wheezier.html
http://localhost/publications/articles/Journal3/1956/Article105,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1956
http://localhost/publications/articles/Journal3/1956/Article105,http://purl.org/dc/elements/1.1/creator,_:b1054
_:b1063,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1063,http://xmlns.com/foaf/0.1/name,Shojiro Philibert
_:b1080,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1080,http://xmlns.com/foaf/0.1/name,Garca Diers
_:b1107,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1107,http://xmlns.com/foaf/0.1/name,Nicolette Holle
http://localhost/publications/articles/Journal2/1957/Article50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1957/Article50,http://purl.org/dc/elements/1.1/title,milled ogreism sacrist
http://localhost/publications/articles/Journal2/1957/Article50,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.malformations.tld/reinserts/ogreism.html
http://localhost/publications/articles/Journal2/1957/Article50,http://swrc.ontoware.org/ontology#pages,53
http://localhost/publications/articles/Journal2/1957/Article50,http://xmlns.com/foaf/0.1/homepage,http://www.reinserts.tld/sacrist/infiltration.html
http://localhost/publications/articles/Journal2/1957/Article50,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1957
http://localhost/publications/articles/Journal2/1957/Article50,http://purl.org/dc/elements/1.1/creator,_:b1129
http://localhost/publications/articles/Journal2/1957/Article50,http://purl.org/dc/elements/1.1/creator,_:b1130
_:b1249,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1249,http://xmlns.com/foaf/0.1/name,Iaroia Korth
_:b1287,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1287,http://xmlns.com/foaf/0.1/name,Idurre Lagrave
_:b1306,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1306,http://xmlns.com/foaf/0.1/name,Ilo Ledec
_:b1307,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1307,http://xmlns.com/foaf/0.1/name,Shigetoki Glawe
http://localhost/publications/articles/Journal3/1958/Article84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1958/Article84,http://purl.org/dc/elements/1.1/title,startling monogramming sugared
http://localhost/publications/articles/Journal3/1958/Article84,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.transsexual.tld/placarded/monogramming.html
http://localhost/publications/articles/Journal3/1958/Article84,http://swrc.ontoware.org/ontology#pages,138
http://localhost/publications/articles/Journal3/1958/Article84,http://xmlns.com/foaf/0.1/homepage,http://www.placarded.tld/sugared/subentries.html
http://localhost/publications/articles/Journal3/1958/Article84,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1958
http://localhost/publications/articles/Journal3/1958/Article84,http://purl.org/dc/elements/1.1/creator,_:b1329
http://localhost/publications/articles/Journal4/1958/Article142,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal4/1958/Article142,http://purl.org/dc/elements/1.1/title,anklebones unmingling worshiped
http://localhost/publications/articles/Journal4/1958/Article142,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.laparotomy.tld/uncarpeted/unmingling.html
http://localhost/publications/articles/Journal4/1958/Article142,http://swrc.ontoware.org/ontology#pages,51
http://localhost/publications/articles/Journal4/1958/Article142,http://xmlns.com/foaf/0.1/homepage,http://www.uncarpeted.tld/worshiped/impossibilities.html
http://localhost/publications/articles/Journal4/1958/Article142,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal4/1958
http://localhost/publications/articles/Journal4/1958/Article142,http://purl.org/dc/elements/1.1/creator,_:b1397
_:b1398,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1398,http://xmlns.com/foaf/0.1/name,Mawdood Cobbins
_:b1536,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1536,http://xmlns.com/foaf/0.1/name,Uliana Fanning
http://localhost/publications/articles/Journal4/1959/Article117,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal4/1959/Article117,http://purl.org/dc/elements/1.1/title,gimmicks inactivating pluralization
http://localhost/publications/articles/Journal4/1959/Article117,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.soapbox.tld/lathers/inactivating.html
http://localhost/publications/articles/Journal4/1959/Article117,http://swrc.ontoware.org/ontology#pages,15
http://localhost/publications/articles/Journal4/1959/Article117,http://xmlns.com/foaf/0.1/homepage,http://www.lathers.tld/pluralization/effervescing.html
http://localhost/publications/articles/Journal4/1959/Article117,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal4/1959
http://localhost/publications/articles/Journal4/1959/Article117,http://purl.org/dc/elements/1.1/creator,_:b1572
_:b1643,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1643,http://xmlns.com/foaf/0.1/name,Yovanka Critchlow
http://localhost/publications/articles/Journal3/1960/Article89,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1960/Article89,http://purl.org/dc/elements/1.1/title,posits astir praxeological
