Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1941/Article16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article16,http://purl.org/dc/elements/1.1/title,despising yabber reprovingly
http://localhost/publications/articles/Journal1/1941/Article16,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.preprocessor.tld/loftily/yabber.html
http://localhost/publications/articles/Journal1/1941/Article16,http://swrc.ontoware.org/ontology#pages,91
http://localhost/publications/articles/Journal1/1941/Article16,http://xmlns.com/foaf/0.1/homepage,http://www.loftily.tld/reprovingly/blungers.html
http://localhost/publications/articles/Journal1/1941/Article16,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article16,http://purl.org/dc/elements/1.1/creator,_:b32
_:b72,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b72,http://xmlns.com/foaf/0.1/name,Ieshige Kosinski
_:b129,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b129,http://xmlns.com/foaf/0.1/name,Cathy Phebus
http://localhost/publications/articles/Journal1/1945/Article20,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article20,http://purl.org/dc/elements/1.1/title,footgear trilobate jigsawed
http://localhost/publications/articles/Journal1/1945/Article20,http://swrc.ontoware.org/ontology#pages,42
http://localhost/publications/articles/Journal1/1945/Article20,http://xmlns.com/foaf/0.1/homepage,http://www.abominators.tld/jigsawed/kickstands.html
http://localhost/publications/articles/Journal1/1945/Article20,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1945
http://localhost/publications/articles/Journal1/1945/Article20,http://purl.org/dc/elements/1.1/creator,_:b135
_:b145,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b145,http://xmlns.com/foaf/0.1/name,Gulielma Arce
http://localhost/publications/articles/Journal1/1946/Article3,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1946/Article3,http://purl.org/dc/elements/1.1/title,scorify jumpiest whanged
http://localhost/publications/articles/Journal1/1946/Article3,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.southpaws.tld/supportance/jumpiest.html
http://localhost/publications/articles/Journal1/1946/Article3,http://swrc.ontoware.org/ontology#pages,10
http://localhost/publications/articles/Journal1/1946/Article3,http://xmlns.com/foaf/0.1/homepage,http://www.supportance.tld/whanged/intercollegiate.html
http://localhost/publications/articles/Journal1/1946/Article3,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1946
http://localhost/publications/articles/Journal1/1946/Article3,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1946/Article3,http://purl.org/dc/elements/1.1/creator,_:b151
http://localhost/publications/articles/Journal1/1946/Article3,http://purl.org/dc/elements/1.1/creator,_:b153
http://localhost/publications/articles/Journal1/1947/Article21,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article21,http://purl.org/dc/elements/1.1/title,reinformed swiftest baronages
http://localhost/publications/articles/Journal1/1947/Article21,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.spiffiest.tld/synfuel/swiftest.html
http://localhost/publications/articles/Journal1/1947/Article21,http://swrc.ontoware.org/ontology#pages,38
http://localhost/publications/articles/Journal1/1947/Article21,http://xmlns.com/foaf/0.1/homepage,http://www.synfuel.tld/baronages/warping.html
http://localhost/publications/articles/Journal1/1947/Article21,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article21,http://purl.org/dc/elements/1.1/creator,_:b200
http://localhost/publications/articles/Journal1/1947/Article27,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article27,http://purl.org/dc/elements/1.1/title,superlatives subduals directorship
http://localhost/publications/articles/Journal1/1947/Article27,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.benthos.tld/lustrum/subduals.html
http://localhost/publications/articles/Journal1/1947/Article27,http://swrc.ontoware.org/ontology#pages,86
http://localhost/publications/articles/Journal1/1947/Article27,http://xmlns.com/foaf/0.1/homepage,http://www.lustrum.tld/directorship/classily.html
http://localhost/publications/articles/Journal1/1947/Article27,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article27,http://purl.org/dc/elements/1.1/creator,_:b206
_:b224,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b224,http://xmlns.com/foaf/0.1/name,Sigurd Mahli
_:b299,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b299,http://xmlns.com/foaf/0.1/name,Julien Triveno
_:b301,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b301,http://xmlns.com/foaf/0.1/name,Shoko Moel
_:b308,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b308,http://xmlns.com/foaf/0.1/name,Nazarova Abundis
_:b445,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b445,http://xmlns.com/foaf/0.1/name,Paloma Schnall
_:b478,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b478,http://xmlns.com/foaf/0.1/name,Ludovica Diekmann
_:b519,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b519,http://xmlns.com/foaf/0.1/name,Dodie Tedford
_:b537,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b537,http://xmlns.com/foaf/0.1/name,Adeeb Drewski
_:b560,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b560,http://xmlns.com/foaf/0.1/name,Clementine Barga
http://localhost/publications/articles/Journal2/1952/Article57,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article57,http://purl.org/dc/elements/1.1/title,nothings maltier thessalonians
http://localhost/publications/articles/Journal2/1952/Article57,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.drinks.tld/rioting/maltier.html
http://localhost/publications/articles/Journal2/1952/Article57,http://xmlns.com/foaf/0.1/homepage,http://www.rioting.tld/thessalonians/pipingly.html
http://localhost/publications/articles/Journal2/1952/Article57,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1952
http://localhost/publications/articles/Journal2/1952/Article57,http://purl.org/dc/elements/1.1/creator,_:b563
_:b569,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b569,http://xmlns.com/foaf/0.1/name,Giselher Nibler
_:b611,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b611,http://xmlns.com/foaf/0.1/name,Endora Seier
_:b714,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b714,http://xmlns.com/foaf/0.1/name,Mirra Tygart
http://localhost/publications/articles/Journal3/1954/Article66,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1954/Article66,http://purl.org/dc/elements/1.1/title,cumuli gentlefolk neutralizing
http://localhost/publications/articles/Journal3/1954/Article66,http://swrc.ontoware.org/ontology#pages,54
http://localhost/publications/articles/Journal3/1954/Article66,http://xmlns.com/foaf/0.1/homepage,http://www.spelt.tld/neutralizing/malefactress.html
http://localhost/publications/articles/Journal3/1954/Article66,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1954
http://localhost/publications/articles/Journal3/1954/Article66,http://purl.org/dc/elements/1.1/creator,_:b774
_:b888,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b888,http://xmlns.com/foaf/0.1/name,Fjodora Sleger
http://localhost/publications/articles/Journal2/1955/Article76,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article76,http://purl.org/dc/elements/1.1/title,heterodoxies dynamists brachiate
http://localhost/publications/articles/Journal2/1955/Article76,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.prefacer.tld/thrivers/dynamists.html
http://localhost/publications/articles/Journal2/1955/Article76,http://swrc.ontoware.org/ontology#pages,81
http://localhost/publications/articles/Journal2/1955/Article76,http://xmlns.com/foaf/0.1/homepage,http://www.thrivers.tld/brachiate/hospitalities.html
http://localhost/publications/articles/Journal2/1955/Article76,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1955
http://localhost/publications/articles/Journal2/1955/Article76,http://purl.org/dc/elements/1.1/creator,_:b893
_:b925,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b925,http://xmlns.com/foaf/0.1/name,Iselle Churches
http://localhost/publications/articles/Journal3/1955/Article104,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal3/1955/Article104,http://purl.org/dc/elements/1.1/title,dapperly exhilarative belligerents
http://localhost/publications/articles/Journal3/1955/Article104,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.limps.tld/misdiagnose/exhilarative.html
http://localhost/publications/articles/Journal3/1955/Article104,http://swrc.ontoware.org/ontology#pages,84
http://localhost/publications/articles/Journal3/1955/Article104,http://xmlns.com/foaf/0.1/homepage,http://www.misdiagnose.tld/belligerents/cubiform.html
http://localhost/publications/articles/Journal3/1955/Article104,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal3/1955
http://localhost/publications/articles/Journal3/1955/Article104,http://purl.org/dc/elements/1.1/creator,_:b929
http://localhost/publications/articles/Journal3/1955/Article104,http://purl.org/dc/elements/1.1/creator,_:b930
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://purl.org/dc/elements/1.1/title,constrainedly figworts vials
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://purl.org/dc/terms/issued,1956
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://swrc.ontoware.org/ontology#pages,82
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://xmlns.com/foaf/0.1/homepage,http://www.remittee.tld/vials/vasectomizing.html
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://purl.org/dc/elements/1.1/creator,_:b891
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://localhost/vocabulary/bench/booktitle,flagellations remittee figworts
http://localhost/publications/inprocs/Proceeding1/1956/Inproceeding40,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1956
_:b1058,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1058,http://xmlns.com/foaf/0.1/name,Evstoliia Hueckman
_:b1062,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b1062,http://xmlns.com/foaf/0.1/name,Mable Tarmey
http://localhost/publications/articles/Journal2/1957/Article39,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1957/Article39,http://purl.org/dc/elements/1.1/title,saddening eyebeams calculator
http://localhost/publications/articles/Journal2/1957/Article39,http://swrc.ontoware.org/ontology#pages,109
http://localhost/publications/articles/Journal2/1957/Article39,http://xmlns.com/foaf/0.1/homepage,http://www.insulates.tld/calculator/jackpots.html
