Subject,Predicate,Object
_:b7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b7,http://xmlns.com/foaf/0.1/name,Tatsukichi Gerstenberger
http://localhost/publications/articles/Journal1/1940/Article12,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1940/Article12,http://purl.org/dc/elements/1.1/title,playgoers batting waspishly
http://localhost/publications/articles/Journal1/1940/Article12,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.bewigged.tld/cheques/batting.html
http://localhost/publications/articles/Journal1/1940/Article12,http://swrc.ontoware.org/ontology#note,crimper tonners unfair southpaws scorify supportance jumpiest whanged
http://localhost/publications/articles/Journal1/1940/Article12,http://swrc.ontoware.org/ontology#pages,136
http://localhost/publications/articles/Journal1/1940/Article12,http://xmlns.com/foaf/0.1/homepage,http://www.cheques.tld/waspishly/stilbestrol.html
http://localhost/publications/articles/Journal1/1940/Article12,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1940
http://localhost/publications/articles/Journal1/1940/Article12,http://purl.org/dc/elements/1.1/creator,_:b13
http://localhost/publications/articles/Journal1/1942/Article6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1942/Article6,http://purl.org/dc/elements/1.1/title,nonfiction eliminates unknowns
http://localhost/publications/articles/Journal1/1942/Article6,http://localhost/vocabulary/bench/abstract,darned emblements shrewed alluvials depressional airlifts tests sliming felicitator virological results contradistinctions unexciting debateable tenants earrings overrigid hidebound faire poloist comets paraphraser whangs uncovering infested heaver euphorically ameliorative aglets preciosity curring compositely antennal undrinkable charter uncashed huntedly czardoms unidentifiable reversing monstrances gravies quadrigamist mysteriously trenchers artfully mangled operably ionizing tenantry armfuls appendant submontane stoutening piling defunctness bestializing overconfident triadism vivifier vivisection distally polyclinic foretime triarchy homerooms totterer diarist needlessness lambies geed charts begets floorthrough chargee affixion pincers quipped cabinetmaking unsupervised deathcups dogfight wormhole emptied drifter sluggishness senescent representable honors bullier superintended investigated paragraphed claywares resourcefulness psychos morphia ventricular iteming immunoreactive
http://localhost/publications/articles/Journal1/1942/Article6,http://localhost/vocabulary/bench/cdrom,http://www.reducing.tld/nonfiction/retrogressions.html
http://localhost/publications/articles/Journal1/1942/Article6,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.nethermost.tld/retrogressions/eliminates.html
http://localhost/publications/articles/Journal1/1942/Article6,http://swrc.ontoware.org/ontology#month,1
http://localhost/publications/articles/Journal1/1942/Article6,http://swrc.ontoware.org/ontology#pages,69
http://localhost/publications/articles/Journal1/1942/Article6,http://xmlns.com/foaf/0.1/homepage,http://www.retrogressions.tld/unknowns/mongoloids.html
http://localhost/publications/articles/Journal1/1942/Article6,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1942
http://localhost/publications/articles/Journal1/1942/Article6,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1942/Article6,http://purl.org/dc/elements/1.1/creator,_:b38
http://localhost/publications/articles/Journal1/1942/Article23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1942/Article23,http://purl.org/dc/elements/1.1/title,tonsils thurifer teazle
http://localhost/publications/articles/Journal1/1942/Article23,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.measurage.tld/pasturage/thurifer.html
http://localhost/publications/articles/Journal1/1942/Article23,http://swrc.ontoware.org/ontology#pages,166
http://localhost/publications/articles/Journal1/1942/Article23,http://xmlns.com/foaf/0.1/homepage,http://www.pasturage.tld/teazle/fringier.html
http://localhost/publications/articles/Journal1/1942/Article23,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1942
http://localhost/publications/articles/Journal1/1942/Article23,http://purl.org/dc/elements/1.1/creator,_:b54
http://localhost/publications/articles/Journal1/1943/Article25,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1943/Article25,http://purl.org/dc/elements/1.1/title,detonations photospherically pouchiest
http://localhost/publications/articles/Journal1/1943/Article25,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.oops.tld/chippering/photospherically.html
http://localhost/publications/articles/Journal1/1943/Article25,http://swrc.ontoware.org/ontology#pages,105
http://localhost/publications/articles/Journal1/1943/Article25,http://xmlns.com/foaf/0.1/homepage,http://www.chippering.tld/pouchiest/canvasses.html
http://localhost/publications/articles/Journal1/1943/Article25,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1943
http://localhost/publications/articles/Journal1/1943/Article25,http://purl.org/dc/elements/1.1/creator,_:b81
_:b90,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b90,http://xmlns.com/foaf/0.1/name,Olzhbeta Hasenberg
_:b107,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b107,http://xmlns.com/foaf/0.1/name,Doppo Kieser
http://localhost/publications/articles/Journal1/1945/Article6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article6,http://purl.org/dc/elements/1.1/title,webbier toddy playlets
http://localhost/publications/articles/Journal1/1945/Article6,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.hydrozoon.tld/foxiness/toddy.html
http://localhost/publications/articles/Journal1/1945/Article6,http://swrc.ontoware.org/ontology#pages,147
