Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1941/Article1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1941/Article1,http://purl.org/dc/elements/1.1/title,lachrymation arcadian acridities
http://localhost/publications/articles/Journal1/1941/Article1,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.commuted.tld/floweret/arcadian.html
http://localhost/publications/articles/Journal1/1941/Article1,http://swrc.ontoware.org/ontology#pages,181
http://localhost/publications/articles/Journal1/1941/Article1,http://xmlns.com/foaf/0.1/homepage,http://www.floweret.tld/acridities/unrealistic.html
http://localhost/publications/articles/Journal1/1941/Article1,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1941
http://localhost/publications/articles/Journal1/1941/Article1,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1941/Article1,http://purl.org/dc/elements/1.1/creator,_:b19
http://localhost/publications/incolls/1943/Incollection1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Incollection
http://localhost/publications/incolls/1943/Incollection1,http://purl.org/dc/elements/1.1/title,fridge unintentional antiquarians
http://localhost/publications/incolls/1943/Incollection1,http://purl.org/dc/terms/issued,1943
http://localhost/publications/incolls/1943/Incollection1,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.zinged.tld/stained/unintentional.html
http://localhost/publications/incolls/1943/Incollection1,http://swrc.ontoware.org/ontology#pages,114
http://localhost/publications/incolls/1943/Incollection1,http://xmlns.com/foaf/0.1/homepage,http://www.stained.tld/antiquarians/dilutes.html
http://localhost/publications/incolls/1943/Incollection1,http://purl.org/dc/elements/1.1/creator,_:b86
http://localhost/publications/incolls/1943/Incollection1,http://purl.org/dc/elements/1.1/creator,_:b87
http://localhost/publications/incolls/1943/Incollection1,http://localhost/vocabulary/bench/booktitle,allayed fridge stained
http://localhost/publications/articles/Journal1/1946/Article21,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1946/Article21,http://purl.org/dc/elements/1.1/title,czardoms reversing monstrances
http://localhost/publications/articles/Journal1/1946/Article21,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.huntedly.tld/unidentifiable/reversing.html
http://localhost/publications/articles/Journal1/1946/Article21,http://swrc.ontoware.org/ontology#pages,9
http://localhost/publications/articles/Journal1/1946/Article21,http://xmlns.com/foaf/0.1/homepage,http://www.unidentifiable.tld/monstrances/gravies.html
http://localhost/publications/articles/Journal1/1946/Article21,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1946
http://localhost/publications/articles/Journal1/1946/Article21,http://purl.org/dc/elements/1.1/creator,_:b167
http://localhost/publications/articles/Journal1/1947/Article9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article9,http://purl.org/dc/elements/1.1/title,ouzels negatively witnesses
http://localhost/publications/articles/Journal1/1947/Article9,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.hairiest.tld/frequented/negatively.html
http://localhost/publications/articles/Journal1/1947/Article9,http://swrc.ontoware.org/ontology#pages,62
http://localhost/publications/articles/Journal1/1947/Article9,http://xmlns.com/foaf/0.1/homepage,http://www.frequented.tld/witnesses/pharisaical.html
http://localhost/publications/articles/Journal1/1947/Article9,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article9,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1947/Article9,http://purl.org/dc/elements/1.1/creator,_:b166
http://localhost/publications/articles/Journal1/1947/Article9,http://purl.org/dc/elements/1.1/creator,_:b168
http://localhost/publications/articles/Journal1/1947/Article45,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article45,http://purl.org/dc/elements/1.1/title,creels leant miriest
http://localhost/publications/articles/Journal1/1947/Article45,http://xmlns.com/foaf/0.1/homepage,http://www.measurably.tld/miriest/filterability.html
http://localhost/publications/articles/Journal1/1947/Article45,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article45,http://purl.org/dc/elements/1.1/creator,_:b228
http://localhost/publications/articles/Journal1/1948/Article42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1948/Article42,http://purl.org/dc/elements/1.1/title,coshed gluers yeshivoth
http://localhost/publications/articles/Journal1/1948/Article42,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.modules.tld/sublessor/gluers.html
http://localhost/publications/articles/Journal1/1948/Article42,http://swrc.ontoware.org/ontology#pages,87
http://localhost/publications/articles/Journal1/1948/Article42,http://xmlns.com/foaf/0.1/homepage,http://www.sublessor.tld/yeshivoth/displeased.html
http://localhost/publications/articles/Journal1/1948/Article42,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1948
http://localhost/publications/articles/Journal1/1948/Article42,http://purl.org/dc/elements/1.1/creator,_:b262
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://purl.org/dc/elements/1.1/title,boorishly outwork exempla
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://purl.org/dc/terms/issued,1950
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.fortuning.tld/failures/outwork.html
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://swrc.ontoware.org/ontology#pages,9
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://xmlns.com/foaf/0.1/homepage,http://www.failures.tld/exempla/rosing.html
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://purl.org/dc/elements/1.1/creator,_:b304
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://localhost/vocabulary/bench/booktitle,repealers boorishly failures
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding4,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1950
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/elements/1.1/title,snugly maceraters degasses
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/terms/issued,1950
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.demanders.tld/reinstitution/maceraters.html
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://swrc.ontoware.org/ontology#pages,137
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://xmlns.com/foaf/0.1/homepage,http://www.reinstitution.tld/degasses/foragers.html
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/elements/1.1/creator,_:b306
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/elements/1.1/creator,_:b307
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://localhost/vocabulary/bench/booktitle,figged snugly reinstitution
http://localhost/publications/inprocs/Proceeding1/1950/Inproceeding7,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1950
http://localhost/publications/articles/Journal1/1951/Article75,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1951/Article75,http://purl.org/dc/elements/1.1/title,bacchanalian fluorosis marbleize
http://localhost/publications/articles/Journal1/1951/Article75,http://swrc.ontoware.org/ontology#pages,40
http://localhost/publications/articles/Journal1/1951/Article75,http://xmlns.com/foaf/0.1/homepage,http://www.outcrops.tld/marbleize/apprising.html
http://localhost/publications/articles/Journal1/1951/Article75,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1951
http://localhost/publications/articles/Journal1/1951/Article75,http://purl.org/dc/elements/1.1/creator,_:b458
_:b570,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b570,http://xmlns.com/foaf/0.1/name,Hita Porell
_:b613,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b613,http://xmlns.com/foaf/0.1/name,Paco Filary
_:b706,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b706,http://xmlns.com/foaf/0.1/name,Rhea Platas
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://purl.org/dc/elements/1.1/title,biblically conserving taoists
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://purl.org/dc/terms/issued,1954
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.carried.tld/categorically/conserving.html
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://swrc.ontoware.org/ontology#pages,92
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://xmlns.com/foaf/0.1/homepage,http://www.categorically.tld/taoists/tannest.html
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://purl.org/dc/elements/1.1/creator,_:b668
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://localhost/vocabulary/bench/booktitle,boodles biblically categorically
http://localhost/publications/inprocs/Proceeding1/1954/Inproceeding9,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1954
http://localhost/publications/articles/Journal1/1955/Article38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article38,http://purl.org/dc/elements/1.1/title,banners symbolized pictograph
http://localhost/publications/articles/Journal1/1955/Article38,http://swrc.ontoware.org/ontology#pages,122
http://localhost/publications/articles/Journal1/1955/Article38,http://xmlns.com/foaf/0.1/homepage,http://www.cozies.tld/pictograph/luminesces.html
http://localhost/publications/articles/Journal1/1955/Article38,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1955
http://localhost/publications/articles/Journal1/1955/Article38,http://purl.org/dc/elements/1.1/creator,_:b850
_:b851,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b851,http://xmlns.com/foaf/0.1/name,Olaf Mallacara
_:b881,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b881,http://xmlns.com/foaf/0.1/name,Keyna Maisonet
