Subject,Predicate,Object
_:b18,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b18,http://xmlns.com/foaf/0.1/name,Caden Failing
_:b37,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b37,http://xmlns.com/foaf/0.1/name,Booker Spiker
http://localhost/publications/articles/Journal1/1945/Article13,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article13,http://purl.org/dc/elements/1.1/title,administrants unitarians reevaluate
http://localhost/publications/articles/Journal1/1945/Article13,http://swrc.ontoware.org/ontology#pages,154
http://localhost/publications/articles/Journal1/1945/Article13,http://xmlns.com/foaf/0.1/homepage,http://www.preengaging.tld/reevaluate/rekeys.html
http://localhost/publications/articles/Journal1/1945/Article13,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1945
http://localhost/publications/articles/Journal1/1945/Article13,http://purl.org/dc/elements/1.1/creator,_:b127
_:b146,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b146,http://xmlns.com/foaf/0.1/name,Claudios Lemmert
http://localhost/publications/articles/Journal1/1945/Article35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article35,http://purl.org/dc/elements/1.1/title,insoles queening allergist
http://localhost/publications/articles/Journal1/1945/Article35,http://swrc.ontoware.org/ontology#pages,163
http://localhost/publications/articles/Journal1/1945/Article35,http://xmlns.com/foaf/0.1/homepage,http://www.stockman.tld/allergist/doyenne.html
http://localhost/publications/articles/Journal1/1945/Article35,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1945
http://localhost/publications/articles/Journal1/1945/Article35,http://purl.org/dc/elements/1.1/creator,_:b155
http://localhost/publications/articles/Journal1/1947/Article26,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article26,http://purl.org/dc/elements/1.1/title,pathological benthos superlatives
http://localhost/publications/articles/Journal1/1947/Article26,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.nonferrous.tld/donut/benthos.html
http://localhost/publications/articles/Journal1/1947/Article26,http://swrc.ontoware.org/ontology#pages,122
http://localhost/publications/articles/Journal1/1947/Article26,http://xmlns.com/foaf/0.1/homepage,http://www.donut.tld/superlatives/lustrum.html
