Subject,Predicate,Object
_:b38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b38,http://xmlns.com/foaf/0.1/name,Eupeithes Bevens
http://localhost/publications/articles/Journal1/1945/Article37,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article37,http://purl.org/dc/elements/1.1/title,septuagenarians cacaos mignonette
http://localhost/publications/articles/Journal1/1945/Article37,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.placarders.tld/safecracker/cacaos.html
http://localhost/publications/articles/Journal1/1945/Article37,http://swrc.ontoware.org/ontology#pages,11
http://localhost/publications/articles/Journal1/1945/Article37,http://xmlns.com/foaf/0.1/homepage,http://www.safecracker.tld/mignonette/tailored.html
http://localhost/publications/articles/Journal1/1945/Article37,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1945
http://localhost/publications/articles/Journal1/1945/Article37,http://purl.org/dc/elements/1.1/creator,_:b157
http://localhost/publications/incolls/1946/Incollection1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Incollection
http://localhost/publications/incolls/1946/Incollection1,http://purl.org/dc/elements/1.1/title,morphia iteming immunoreactive
http://localhost/publications/incolls/1946/Incollection1,http://purl.org/dc/terms/issued,1946
http://localhost/publications/incolls/1946/Incollection1,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.psychos.tld/ventricular/iteming.html
http://localhost/publications/incolls/1946/Incollection1,http://xmlns.com/foaf/0.1/homepage,http://www.ventricular.tld/immunoreactive/weasand.html
http://localhost/publications/incolls/1946/Incollection1,http://purl.org/dc/elements/1.1/creator,_:b190
http://localhost/publications/incolls/1946/Incollection1,http://localhost/vocabulary/bench/booktitle,resourcefulness morphia ventricular
http://localhost/publications/articles/Journal1/1948/Article20,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1948/Article20,http://purl.org/dc/elements/1.1/title,rafts omnium elitisms
http://localhost/publications/articles/Journal1/1948/Article20,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.unheralded.tld/zincic/omnium.html
http://localhost/publications/articles/Journal1/1948/Article20,http://swrc.ontoware.org/ontology#pages,80
http://localhost/publications/articles/Journal1/1948/Article20,http://xmlns.com/foaf/0.1/homepage,http://www.zincic.tld/elitisms/cultivates.html
http://localhost/publications/articles/Journal1/1948/Article20,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1948
http://localhost/publications/articles/Journal1/1948/Article20,http://purl.org/dc/elements/1.1/creator,_:b237
http://localhost/publications/articles/Journal2/1949/Article29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1949/Article29,http://purl.org/dc/elements/1.1/title,hornswoggling drumbeat serries
http://localhost/publications/articles/Journal2/1949/Article29,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.oubliette.tld/anxiousness/drumbeat.html
http://localhost/publications/articles/Journal2/1949/Article29,http://xmlns.com/foaf/0.1/homepage,http://www.anxiousness.tld/serries/friskiness.html
http://localhost/publications/articles/Journal2/1949/Article29,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1949
http://localhost/publications/articles/Journal2/1949/Article29,http://purl.org/dc/elements/1.1/creator,_:b299
http://localhost/publications/articles/Journal2/1949/Article29,http://purl.org/dc/elements/1.1/creator,_:b300
_:b374,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b374,http://xmlns.com/foaf/0.1/name,Mamie Howen
http://localhost/publications/articles/Journal1/1951/Article6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1951/Article6,http://purl.org/dc/elements/1.1/title,punning certificating mynahs
http://localhost/publications/articles/Journal1/1951/Article6,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.decalcified.tld/ribaldry/certificating.html
http://localhost/publications/articles/Journal1/1951/Article6,http://swrc.ontoware.org/ontology#pages,110
http://localhost/publications/articles/Journal1/1951/Article6,http://xmlns.com/foaf/0.1/homepage,http://www.ribaldry.tld/mynahs/hahs.html
http://localhost/publications/articles/Journal1/1951/Article6,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1951
http://localhost/publications/articles/Journal1/1951/Article6,http://purl.org/dc/elements/1.1/creator,_:b414
_:b419,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b419,http://xmlns.com/foaf/0.1/name,Fabiana Demase
_:b421,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b421,http://xmlns.com/foaf/0.1/name,Kiuprila Inscore
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://purl.org/dc/elements/1.1/title,childhoods radarscope aisles
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://purl.org/dc/terms/issued,1952
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.indurating.tld/paramedical/radarscope.html
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://swrc.ontoware.org/ontology#pages,19
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://xmlns.com/foaf/0.1/homepage,http://www.paramedical.tld/aisles/radiographs.html
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://purl.org/dc/elements/1.1/creator,_:b462
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://localhost/vocabulary/bench/booktitle,misprinting childhoods paramedical
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding16,http://purl.org/dc/terms/partOf,http://localhost/publications/procs/Proceeding1/1952
http://localhost/publications/articles/Journal1/1952/Article31,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1952/Article31,http://purl.org/dc/elements/1.1/title,elections softbound clapt
http://localhost/publications/articles/Journal1/1952/Article31,http://swrc.ontoware.org/ontology#pages,92
http://localhost/publications/articles/Journal1/1952/Article31,http://xmlns.com/foaf/0.1/homepage,http://www.suer.tld/clapt/cairns.html
http://localhost/publications/articles/Journal1/1952/Article31,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1952
http://localhost/publications/articles/Journal1/1952/Article31,http://purl.org/dc/elements/1.1/creator,_:b523
http://localhost/publications/articles/Journal1/1953/Article6,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1953/Article6,http://purl.org/dc/elements/1.1/title,kippering ulva laceration
http://localhost/publications/articles/Journal1/1953/Article6,http://swrc.ontoware.org/ontology#pages,102
http://localhost/publications/articles/Journal1/1953/Article6,http://xmlns.com/foaf/0.1/homepage,http://www.reprography.tld/laceration/syllabicate.html
http://localhost/publications/articles/Journal1/1953/Article6,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1953
http://localhost/publications/articles/Journal1/1953/Article6,http://purl.org/dc/elements/1.1/creator,_:b597
http://localhost/publications/articles/Journal1/1953/Article6,http://purl.org/dc/elements/1.1/creator,_:b598
_:b598,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b598,http://xmlns.com/foaf/0.1/name,Wilhelm Juart
_:b643,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b643,http://xmlns.com/foaf/0.1/name,Garrett Blair
http://localhost/publications/articles/Journal2/1953/Article92,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1953/Article92,http://purl.org/dc/elements/1.1/title,paranoias population disobliging
http://localhost/publications/articles/Journal2/1953/Article92,http://swrc.ontoware.org/ontology#pages,103
http://localhost/publications/articles/Journal2/1953/Article92,http://xmlns.com/foaf/0.1/homepage,http://www.datable.tld/disobliging/reds.html
http://localhost/publications/articles/Journal2/1953/Article92,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1953
http://localhost/publications/articles/Journal2/1953/Article92,http://purl.org/dc/elements/1.1/creator,_:b704
http://localhost/publications/articles/Journal2/1953/Article92,http://purl.org/dc/elements/1.1/creator,_:b705
_:b712,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b712,http://xmlns.com/foaf/0.1/name,Gyoergy Rakoci
http://localhost/publications/articles/Journal1/1954/Article2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article2,http://purl.org/dc/elements/1.1/title,leveller gummites definitiveness
http://localhost/publications/articles/Journal1/1954/Article2,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.philoprogenitive.tld/safer/gummites.html
http://localhost/publications/articles/Journal1/1954/Article2,http://swrc.ontoware.org/ontology#pages,90
http://localhost/publications/articles/Journal1/1954/Article2,http://xmlns.com/foaf/0.1/homepage,http://www.safer.tld/definitiveness/broadest.html
http://localhost/publications/articles/Journal1/1954/Article2,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1954
http://localhost/publications/articles/Journal1/1954/Article2,http://purl.org/dc/elements/1.1/creator,_:b692
http://localhost/publications/articles/Journal1/1954/Article23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1954/Article23,http://purl.org/dc/elements/1.1/title,monolog subdirectors bluesmen
http://localhost/publications/articles/Journal1/1954/Article23,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.readmitted.tld/tugger/subdirectors.html
http://localhost/publications/articles/Journal1/1954/Article23,http://swrc.ontoware.org/ontology#pages,164
http://localhost/publications/articles/Journal1/1954/Article23,http://xmlns.com/foaf/0.1/homepage,http://www.tugger.tld/bluesmen/coarsest.html
http://localhost/publications/articles/Journal1/1954/Article23,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1954
http://localhost/publications/articles/Journal1/1954/Article23,http://purl.org/dc/elements/1.1/creator,_:b719
_:b728,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b728,http://xmlns.com/foaf/0.1/name,Adriani Montayes
_:b751,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b751,http://xmlns.com/foaf/0.1/name,Krystal Farria
_:b759,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b759,http://xmlns.com/foaf/0.1/name,Fedoritsa Stinner
http://localhost/publications/procs/Proceeding1/1955,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Proceedings
http://localhost/publications/procs/Proceeding1/1955,http://purl.org/dc/elements/1.1/title,Proceeding 1 (1955)
http://localhost/publications/procs/Proceeding1/1955,http://purl.org/dc/terms/issued,1955
http://localhost/publications/procs/Proceeding1/1955,http://xmlns.com/foaf/0.1/homepage,http://www.dips.tld/agaves/owns.html
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#editor,http://localhost/persons/Paul_Erdoes
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#editor,_:b758
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#editor,_:b823
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#editor,_:b824
http://localhost/publications/procs/Proceeding1/1955,http://localhost/vocabulary/bench/booktitle,hoking dips plaques
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#isbn,0-3721-4662-0
http://localhost/publications/procs/Proceeding1/1955,http://purl.org/dc/elements/1.1/publisher,Oceana Publications
http://localhost/publications/procs/Proceeding1/1955,http://swrc.ontoware.org/ontology#series,1088
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://purl.org/dc/elements/1.1/title,tabourers vessels riots
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://purl.org/dc/terms/issued,1955
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.cheesier.tld/irrepressibly/vessels.html
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://swrc.ontoware.org/ontology#pages,174
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://xmlns.com/foaf/0.1/homepage,http://www.irrepressibly.tld/riots/reinvolved.html
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://purl.org/dc/elements/1.1/creator,_:b813
http://localhost/publications/inprocs/Proceeding1/1955/Inproceeding35,http://localhost/vocabulary/bench/booktitle,preplanned tabourers irrepressibly
http://localhost/publications/articles/Journal1/1955/Article10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1955/Article10,http://purl.org/dc/elements/1.1/title,cheers proselytizing malevolence
http://localhost/publications/articles/Journal1/1955/Article10,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.emir.tld/catnapers/proselytizing.html
http://localhost/publications/articles/Journal1/1955/Article10,http://swrc.ontoware.org/ontology#pages,29
http://localhost/publications/articles/Journal1/1955/Article10,http://xmlns.com/foaf/0.1/homepage,http://www.catnapers.tld/malevolence/crepes.html
http://localhost/publications/articles/Journal1/1955/Article10,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1955
http://localhost/publications/articles/Journal1/1955/Article10,http://purl.org/dc/elements/1.1/creator,_:b745
_:b856,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b856,http://xmlns.com/foaf/0.1/name,Karka Landreth
http://localhost/publications/articles/Journal2/1955/Article47,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article47,http://purl.org/dc/elements/1.1/title,detoxified oscillation mendelianist
http://localhost/publications/articles/Journal2/1955/Article47,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.misanthropist.tld/predicable/oscillation.html
http://localhost/publications/articles/Journal2/1955/Article47,http://swrc.ontoware.org/ontology#pages,149
http://localhost/publications/articles/Journal2/1955/Article47,http://xmlns.com/foaf/0.1/homepage,http://www.predicable.tld/mendelianist/hardest.html
http://localhost/publications/articles/Journal2/1955/Article47,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1955
http://localhost/publications/articles/Journal2/1955/Article47,http://purl.org/dc/elements/1.1/creator,_:b860
http://localhost/publications/articles/Journal2/1955/Article84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1955/Article84,http://purl.org/dc/elements/1.1/title,archaize overdrunk specializing
