Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1940/Article9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1940/Article9,http://purl.org/dc/elements/1.1/title,dually reoccupations embossers
http://localhost/publications/articles/Journal1/1940/Article9,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.recelebrating.tld/plateauing/reoccupations.html
http://localhost/publications/articles/Journal1/1940/Article9,http://swrc.ontoware.org/ontology#note,witchy horologe bigamistic furrows eloquence cobwebbier divorcing incidentally
http://localhost/publications/articles/Journal1/1940/Article9,http://swrc.ontoware.org/ontology#pages,130
http://localhost/publications/articles/Journal1/1940/Article9,http://xmlns.com/foaf/0.1/homepage,http://www.plateauing.tld/embossers/cerebrum.html
http://localhost/publications/articles/Journal1/1940/Article9,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1940
http://localhost/publications/articles/Journal1/1940/Article9,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1940/Article9,http://purl.org/dc/elements/1.1/creator,_:b10
http://localhost/publications/articles/Journal1/1942/Article14,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1942/Article14,http://purl.org/dc/elements/1.1/title,bounden blubberer amenities
http://localhost/publications/articles/Journal1/1942/Article14,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.nippy.tld/occulters/blubberer.html
http://localhost/publications/articles/Journal1/1942/Article14,http://swrc.ontoware.org/ontology#pages,71
http://localhost/publications/articles/Journal1/1942/Article14,http://xmlns.com/foaf/0.1/homepage,http://www.occulters.tld/amenities/desecrated.html
http://localhost/publications/articles/Journal1/1942/Article14,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1942
http://localhost/publications/articles/Journal1/1942/Article14,http://purl.org/dc/elements/1.1/creator,_:b46
_:b127,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b127,http://xmlns.com/foaf/0.1/name,Gustel Pitek
_:b138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b138,http://xmlns.com/foaf/0.1/name,Dewi Rappleyea
http://localhost/publications/articles/Journal1/1946/Article1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1946/Article1,http://purl.org/dc/elements/1.1/title,branchless crimper tonners
http://localhost/publications/articles/Journal1/1946/Article1,http://swrc.ontoware.org/ontology#pages,175
http://localhost/publications/articles/Journal1/1946/Article1,http://xmlns.com/foaf/0.1/homepage,http://www.primitiveness.tld/tonners/unfair.html
http://localhost/publications/articles/Journal1/1946/Article1,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1946
http://localhost/publications/articles/Journal1/1946/Article1,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1946/Article1,http://purl.org/dc/elements/1.1/creator,_:b149
http://localhost/publications/articles/Journal1/1946/Article18,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1946/Article18,http://purl.org/dc/elements/1.1/title,curring antennal undrinkable
http://localhost/publications/articles/Journal1/1946/Article18,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.preciosity.tld/compositely/antennal.html
http://localhost/publications/articles/Journal1/1946/Article18,http://swrc.ontoware.org/ontology#pages,119
http://localhost/publications/articles/Journal1/1946/Article18,http://xmlns.com/foaf/0.1/homepage,http://www.compositely.tld/undrinkable/charter.html
http://localhost/publications/articles/Journal1/1946/Article18,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1946
http://localhost/publications/articles/Journal1/1946/Article18,http://purl.org/dc/elements/1.1/creator,_:b164
http://localhost/publications/articles/Journal1/1946/Article34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1946/Article34,http://purl.org/dc/elements/1.1/title,begets chargee affixion
http://localhost/publications/articles/Journal1/1946/Article34,http://swrc.ontoware.org/ontology#pages,82
http://localhost/publications/articles/Journal1/1946/Article34,http://xmlns.com/foaf/0.1/homepage,http://www.floorthrough.tld/affixion/pincers.html
http://localhost/publications/articles/Journal1/1946/Article34,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1946
http://localhost/publications/articles/Journal1/1946/Article34,http://purl.org/dc/elements/1.1/creator,_:b181
http://localhost/publications/articles/Journal1/1947/Article23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
