Subject,Predicate,Object
http://localhost/publications/articles/Journal1/1940/Article8,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1940/Article8,http://purl.org/dc/elements/1.1/title,heliocentricity recelebrating dually
http://localhost/publications/articles/Journal1/1940/Article8,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.summable.tld/excretions/recelebrating.html
http://localhost/publications/articles/Journal1/1940/Article8,http://swrc.ontoware.org/ontology#note,extenuation stranders abbesses strongboxes chromas oats pulling leatheriness
http://localhost/publications/articles/Journal1/1940/Article8,http://swrc.ontoware.org/ontology#pages,128
http://localhost/publications/articles/Journal1/1940/Article8,http://xmlns.com/foaf/0.1/homepage,http://www.excretions.tld/dually/plateauing.html
http://localhost/publications/articles/Journal1/1940/Article8,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1940
http://localhost/publications/articles/Journal1/1940/Article8,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1940/Article8,http://purl.org/dc/elements/1.1/creator,_:b9
_:b34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b34,http://xmlns.com/foaf/0.1/name,Melisa Patriarco
http://localhost/publications/articles/Journal1/1947/Article4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article4,http://purl.org/dc/elements/1.1/title,gnashes redundance matriculant
http://localhost/publications/articles/Journal1/1947/Article4,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.malingerers.tld/chuffs/redundance.html
http://localhost/publications/articles/Journal1/1947/Article4,http://swrc.ontoware.org/ontology#pages,88
http://localhost/publications/articles/Journal1/1947/Article4,http://xmlns.com/foaf/0.1/homepage,http://www.chuffs.tld/matriculant/flexes.html
http://localhost/publications/articles/Journal1/1947/Article4,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article4,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1947/Article4,http://purl.org/dc/elements/1.1/creator,_:b181
http://localhost/publications/articles/Journal1/1947/Article19,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1947/Article19,http://purl.org/dc/elements/1.1/title,dozers undergoes nympholeptic
http://localhost/publications/articles/Journal1/1947/Article19,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.croutons.tld/cootie/undergoes.html
http://localhost/publications/articles/Journal1/1947/Article19,http://swrc.ontoware.org/ontology#pages,101
http://localhost/publications/articles/Journal1/1947/Article19,http://xmlns.com/foaf/0.1/homepage,http://www.cootie.tld/nympholeptic/fogless.html
http://localhost/publications/articles/Journal1/1947/Article19,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1947
http://localhost/publications/articles/Journal1/1947/Article19,http://purl.org/dc/elements/1.1/creator,_:b198
http://localhost/publications/journals/Journal1/1949,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Journal
http://localhost/publications/journals/Journal1/1949,http://swrc.ontoware.org/ontology#number,1
http://localhost/publications/journals/Journal1/1949,http://purl.org/dc/elements/1.1/title,Journal 1 (1949)
http://localhost/publications/journals/Journal1/1949,http://swrc.ontoware.org/ontology#volume,10
http://localhost/publications/journals/Journal1/1949,http://purl.org/dc/terms/issued,1949
http://localhost/publications/journals/Journal1/1949,http://swrc.ontoware.org/ontology#editor,_:b275
http://localhost/publications/journals/Journal1/1949,http://swrc.ontoware.org/ontology#editor,_:b276
http://localhost/publications/articles/Journal1/1949/Article11,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1949/Article11,http://purl.org/dc/elements/1.1/title,acacia failingly egomaniacal
http://localhost/publications/articles/Journal1/1949/Article11,http://xmlns.com/foaf/0.1/homepage,http://www.kaons.tld/egomaniacal/vacatable.html
http://localhost/publications/articles/Journal1/1949/Article11,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1949
http://localhost/publications/articles/Journal1/1949/Article11,http://purl.org/dc/elements/1.1/creator,_:b264
http://localhost/publications/articles/Journal2/1949/Article44,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1949/Article44,http://purl.org/dc/elements/1.1/title,foxfires impotences diffusor
http://localhost/publications/articles/Journal2/1949/Article44,http://swrc.ontoware.org/ontology#pages,184
http://localhost/publications/articles/Journal2/1949/Article44,http://xmlns.com/foaf/0.1/homepage,http://www.joyrider.tld/diffusor/clumped.html
http://localhost/publications/articles/Journal2/1949/Article44,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1949
http://localhost/publications/articles/Journal2/1949/Article44,http://purl.org/dc/elements/1.1/creator,_:b318
http://localhost/publications/articles/Journal1/1950/Article1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1950/Article1,http://purl.org/dc/elements/1.1/title,nibbles niggling kowtowed
http://localhost/publications/articles/Journal1/1950/Article1,http://swrc.ontoware.org/ontology#pages,2
http://localhost/publications/articles/Journal1/1950/Article1,http://xmlns.com/foaf/0.1/homepage,http://www.unambitious.tld/kowtowed/temptations.html
http://localhost/publications/articles/Journal1/1950/Article1,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1950
http://localhost/publications/articles/Journal1/1950/Article1,http://purl.org/dc/elements/1.1/creator,_:b323
http://localhost/publications/articles/Journal2/1951/Article39,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1951/Article39,http://purl.org/dc/elements/1.1/title,findable sweller redefinition
http://localhost/publications/articles/Journal2/1951/Article39,http://swrc.ontoware.org/ontology#pages,28
http://localhost/publications/articles/Journal2/1951/Article39,http://xmlns.com/foaf/0.1/homepage,http://www.shote.tld/redefinition/freaked.html
http://localhost/publications/articles/Journal2/1951/Article39,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1951
http://localhost/publications/articles/Journal2/1951/Article39,http://purl.org/dc/elements/1.1/creator,_:b461
_:b484,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b484,http://xmlns.com/foaf/0.1/name,Leonel Meche
http://localhost/publications/articles/Journal1/1952/Article2,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1952/Article2,http://purl.org/dc/elements/1.1/title,flitted interschool spleeniest
http://localhost/publications/articles/Journal1/1952/Article2,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.repatriates.tld/workhouses/interschool.html
http://localhost/publications/articles/Journal1/1952/Article2,http://swrc.ontoware.org/ontology#pages,168
http://localhost/publications/articles/Journal1/1952/Article2,http://xmlns.com/foaf/0.1/homepage,http://www.workhouses.tld/spleeniest/fess.html
http://localhost/publications/articles/Journal1/1952/Article2,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1952
http://localhost/publications/articles/Journal1/1952/Article2,http://purl.org/dc/elements/1.1/creator,_:b474
http://localhost/publications/articles/Journal2/1952/Article71,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal2/1952/Article71,http://purl.org/dc/elements/1.1/title,salads backbit cockup
http://localhost/publications/articles/Journal2/1952/Article71,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.sidearms.tld/seepier/backbit.html
http://localhost/publications/articles/Journal2/1952/Article71,http://xmlns.com/foaf/0.1/homepage,http://www.seepier.tld/cockup/muller.html
http://localhost/publications/articles/Journal2/1952/Article71,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal2/1952
http://localhost/publications/articles/Journal2/1952/Article71,http://purl.org/dc/elements/1.1/creator,_:b577
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://purl.org/dc/elements/1.1/title,sapidity unfertilized speechless
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://purl.org/dc/terms/issued,1953
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.gregariously.tld/psychological/unfertilized.html
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://swrc.ontoware.org/ontology#pages,65
http://localhost/publications/inprocs/Proceeding1/1953/Inproceeding5,http://xmlns.com/foaf/0.1/homepage,http://www.psychological.tld/speechless/reluctantly.html
