Subject,Predicate,Object
_:b96,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b96,http://xmlns.com/foaf/0.1/name,Angela Hager
http://localhost/publications/articles/Journal1/1945/Article1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1945/Article1,http://purl.org/dc/elements/1.1/title,lunk overtaking sourdoughs
http://localhost/publications/articles/Journal1/1945/Article1,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.earthworms.tld/forefended/overtaking.html
http://localhost/publications/articles/Journal1/1945/Article1,http://swrc.ontoware.org/ontology#pages,76
http://localhost/publications/articles/Journal1/1945/Article1,http://xmlns.com/foaf/0.1/homepage,http://www.forefended.tld/sourdoughs/traditionless.html
http://localhost/publications/articles/Journal1/1945/Article1,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1945
http://localhost/publications/articles/Journal1/1945/Article1,http://purl.org/dc/elements/1.1/creator,http://localhost/persons/Paul_Erdoes
http://localhost/publications/articles/Journal1/1945/Article1,http://purl.org/dc/elements/1.1/creator,_:b114
_:b241,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b241,http://xmlns.com/foaf/0.1/name,Liska Lambourne
_:b259,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b259,http://xmlns.com/foaf/0.1/name,Yae Timblin
_:b281,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b281,http://xmlns.com/foaf/0.1/name,Hanka Henness
http://localhost/publications/articles/Journal1/1950/Article32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Article
http://localhost/publications/articles/Journal1/1950/Article32,http://purl.org/dc/elements/1.1/title,surfier melodramatically hawkish
http://localhost/publications/articles/Journal1/1950/Article32,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.miscounts.tld/epistasies/melodramatically.html
http://localhost/publications/articles/Journal1/1950/Article32,http://swrc.ontoware.org/ontology#pages,83
http://localhost/publications/articles/Journal1/1950/Article32,http://xmlns.com/foaf/0.1/homepage,http://www.epistasies.tld/hawkish/sonorants.html
http://localhost/publications/articles/Journal1/1950/Article32,http://swrc.ontoware.org/ontology#journal,http://localhost/publications/journals/Journal1/1950
http://localhost/publications/articles/Journal1/1950/Article32,http://purl.org/dc/elements/1.1/creator,_:b363
_:b370,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b370,http://xmlns.com/foaf/0.1/name,Jermaine Mandahl
_:b423,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b423,http://xmlns.com/foaf/0.1/name,Bodil Korinta
_:b453,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b453,http://xmlns.com/foaf/0.1/name,Hagibis Kihn
_:b495,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://xmlns.com/foaf/0.1/Person
_:b495,http://xmlns.com/foaf/0.1/name,Francesco Spelts
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://localhost/vocabulary/bench/Inproceedings
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://purl.org/dc/elements/1.1/title,ejected jacaranda infolder
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://purl.org/dc/terms/issued,1952
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.underbred.tld/arbiters/jacaranda.html
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://swrc.ontoware.org/ontology#pages,191
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://xmlns.com/foaf/0.1/homepage,http://www.arbiters.tld/infolder/fundamentalist.html
http://localhost/publications/inprocs/Proceeding1/1952/Inproceeding20,http://purl.org/dc/elements/1.1/creator,_:b466
