36.88291511,26.091624547,27.396390761,3.337562062,2.561197114,6.133005603,4.787230042,3.945594825,2.418408361,1.956588897,1.134828998,1.871899485,0.859365312,2.410936267,3.287850592,11.931184551,2.884198901,0.938793031,0.795000766,1.077433845
42.606277127,28.325694043,28.109247419,2.154796747,2.272178664,6.598217045,3.682595643,3.402308518,2.463470205,1.682234604,1.67744172,1.656591927,0.850917135,2.412966116,3.251246876,11.459895025,3.352208873,0.824713743,1.32155164,1.349946437
44.199137652,24.295071023,25.77954147,2.557542202,2.646192534,6.057465243,4.065649681,2.41196619,2.995156584,1.832149509,1.262965482,2.242250949,0.931657206,2.291419585,3.645612308,11.841563588,2.787298135,0.921265222,0.815125552,2.618986561
42.142449379,27.866684479,26.243269285,2.996500947,2.320257329,5.529958871,3.441623034,3.181645884,2.06417766,1.919844335,1.163780788,1.657739504,0.901647808,2.256301723,2.965323527,12.062467792,2.434345398,0.865526901,0.708263413,1.573496575
41.071001609,23.872287576,26.666257862,2.323086017,2.524372356,5.410614235,3.382369411,3.406507589,2.119810546,2.17021583,1.191778002,1.896622654,0.959572565,2.151767345,3.80387689,11.868287304,3.607230601,0.953252666,1.410611507,1.030220492
31.158601327,23.006312077,26.05230393,3.059189989,2.420794486,4.855595274,3.093026954,7.871008367,2.252925555,2.506841532,1.273478012,1.474408233,0.746209753,3.627941348,3.001497551,8.958840151,2.205097484,1.701054245,2.34566091,1.420534455
35.153373906,24.861342195,24.264110331,2.836641505,2.724084748,6.28368677,2.773321502,7.603130143,2.090494748,1.836574953,1.072993925,1.459577118,0.717840023,2.746830006,3.838157162,9.185673252,3.246446054,0.775527859,0.628172085,0.857929228
31.897006699,21.554992123,24.883112138,2.390382753,2.340923046,5.049115699,3.514266266,7.278173336,2.410676594,1.705604251,1.868045471,2.501878526,0.685829317,2.526363095,2.843849879,10.633314829,4.185758587,0.776857651,0.626713933,1.007881763
32.16944416,21.617250661,26.230555043,2.612696656,2.482635873,5.373484977,3.096213739,7.013804927,1.826697987,2.324521797,1.204153181,1.531584274,0.706441223,2.794476625,2.890502952,9.692431793,2.899251253,0.813626439,0.917539444,0.96454303
33.374390481,23.516660322,29.014227622,2.146109576,2.290340022,5.390536114,2.555543431,7.012178217,1.76692998,3.299441875,1.069617591,2.137127316,0.705982061,2.667533095,2.324677605,9.068252769,3.556411315,1.089578534,0.616657846,1.525861526
