185.951278763,6.252133174,337.649911078,333.916363629,272.104396111,138.40457306,3.880520423,2.418166873,3.170915592,3.434402583,181.290056907,2.515081984,3.085429684,3.588823158,2.951916031,3.411201106,152.400482338
184.720074887,6.965084761,352.027377019,330.146548028,270.152936568,139.304036176,3.803154776,2.450319071,2.599017321,3.313442545,180.969139614,3.061578843,3.132055732,3.493805523,3.174890456,3.302747864,153.812522406
189.152064414,7.082461599,341.593422412,335.265843408,296.417171512,137.370124902,3.819083837,2.80105281,3.054728419,3.089057349,179.138367981,3.260039348,3.983914209,3.685246967,3.403803809,3.486769853,152.397915165
186.275160338,7.037101758,349.926549247,335.662593246,276.855591107,137.098382571,3.877343253,3.297057919,2.621395866,3.405217874,180.521469346,3.058084854,3.770085508,3.348641197,2.497346315,2.682936192,153.568181171
186.247340159,7.250617837,363.842851532,339.709855074,267.313433931,138.272028503,4.083131159,2.44436861,2.519189826,3.420846831,181.571540079,2.844305572,3.507044934,3.582227917,3.194728897,2.99273842,154.112614933
===============(NEWPArams)
187.791165532,6.45576155,311.292450341,351.388392307,296.31111366,141.083556182,4.07021905,3.096495892,2.472760867,3.34087649,182.712134914,3.599668881,3.304142436,3.64486061,3.130191062,2.959242449,156.320221587
190.453998163,6.510683188,316.822903246,367.647676942,298.05663299,143.560283829,4.066656178,3.237075773,3.091957855,3.418829339,186.072796198,3.54158426,3.445827548,3.304339518,2.708960386,3.267040329,158.62217027
192.150128918,6.387169059,323.099624112,372.89558713,285.108323268,145.251773676,4.193977976,3.266983958,3.411397324,3.358022099,188.290612419,2.536009667,3.610548734,3.696943864,3.398581077,3.543698973,160.489748826
187.953544029,6.773426681,313.629996956,357.463409542,288.75381559,141.069278441,4.002054422,3.886786537,3.249074418,3.355958095,183.084959698,3.503604963,3.570268092,3.642167378,3.305288358,2.91524029,155.473233336
194.215568824,6.363275138,321.296036963,365.301116925,275.800210852,145.985473568,4.330913265,2.803494435,2.945743935,3.234124897,189.273058725,2.878339024,3.591140686,3.31842995,3.136483884,2.851160898,160.966980949
